Estim.Int1,Estim.Int2,Estim.Int3,Estim.Int4,Estim.Sample,Estim.norm.Int1,Estim.norm.Int2,Estim.norm.Int3,Estim.norm.Int4,Er.Int1,Er.Int2,Er.Int3,Er.Int4,Er.Sample
4.102695858053092,3.136455804216538,4.959190953848237,2.8697838137912006,24-post-0,60.50317591084178,23.022127167517496,142.4784775903597,17.63320573185452,0.012635907796914453,0.0161440867017953,0.019845483342612356,0.015372245296674868,24-post-0
2.9082569191066647,1.8090199294084606,3.407363871857361,1.6697889002284645,24-pre-1,18.32482905299198,6.104461696102234,30.18556626410824,5.311046518127863,0.02596288702042172,0.03195810473471675,0.04327147836736953,0.032202998007476134,24-pre-1
4.080487649313406,3.0865991854433323,5.162337770040973,2.96220699015397,31 post-2,59.174319131240075,21.90246495350817,174.5720883417781,19.34060922208665,0.009360759127582552,0.011718399998831475,0.015986539652057555,0.011806842008231925,31 post-2
4.821544533817229,3.8628471973643412,6.1854345101849075,3.638210000125744, 42 pre-2,124.15670699545863,47.60068716460361,485.62392631490417,38.02371333107351,0.010876543325695638,0.014665928028518987,0.01838471373690144,0.013238506949257246, 42 pre-2
3.504279269129479,2.5567970195451935,4.413511949693234,2.333365081952129,33-pre-3,33.25746553040023,12.894450429543634,82.55889766293531,10.312585906487152,0.012740133946442366,0.01827045269760066,0.020772813150781756,0.016892401619820245,33-pre-3
3.9409291992771736,2.9051203869686635,4.830953442498373,2.868947332229494,34-post-4,51.46640163226621,18.267442681888973,125.33039903568175,17.61846204765572,0.015539923948411834,0.020235655377247322,0.030688890850883683,0.018676664204269895,34-post-4
3.387981182730277,2.4597492201443183,3.981605354006579,2.05142860501752,34-pre-5,29.60612254656277,11.701876577062247,53.60301701074532,7.779006299381388,0.0386592399587463,0.04890050035225287,0.06313027449516177,0.048216543586236484,34-pre-5
3.6955198041969433,2.919849878857354,4.642734593125505,2.745293775230134,S-36pre-6,40.266497843557936,18.538504229403372,103.82788674980286,15.569187101933554,0.016657170136727437,0.021891810470239578,0.026337298502498524,0.019688315851095175,S-36pre-6
3.642675526549062,2.800825139317594,4.546080106678771,2.6626898461913355,S-43pre-6,38.19388890664262,16.458221495461025,94.26218546070216,14.33479568263688,0.023784771750394253,0.029261200472421433,0.04030655642042889,0.028501039371163443,S-43pre-6
3.608874922873629,2.6821029748784166,4.399840365696238,2.480719824695712,36-pre-7,36.92448654136463,14.615797654613083,81.4378673500135,11.949863129286234,0.013805517244425263,0.01703031915695002,0.022367494367129582,0.01644490891831455,36-pre-7
3.5939760136238634,2.4718126014392325,4.677262087305422,2.3628954699830302,39-post-8,36.378429892505565,11.843895669030985,107.47541108439388,10.621661673261768,0.030582583500983654,0.03578594541692907,0.04451891059130104,0.03664150713768928,39-post-8
3.5858454725853965,2.4089781554089593,4.563655847771716,2.427776131744837,39-pre-9,36.083852733955105,11.12258977796681,95.93355800817355,11.333649490106602,0.01619727887720059,0.01995961252134303,0.02771851568389691,0.01995961252134303,39-pre-9
2.9931488505021493,1.5859872508343884,3.9490376906248335,1.5593532934915393,42 post-10,19.94839822227372,4.88411084161543,51.88541298380808,4.755744679390794,0.04230139316116727,0.05955553723127098,0.07136476772669087,0.06121787148646959,42 post-10
3.4026295665938364,1.8938003879162464,3.9313691108809374,1.8914834159119875,#46 pre-10,30.042996329949027,6.64457271200401,50.97672269968949,6.629195244510187,0.03790427938436634,0.05161869082840337,0.059069553102396276,0.04642307177979662,#46 pre-10
3.8448172079934646,2.889317785136562,4.615628429638198,2.7995935149867033,43 post-11,46.750138018301165,17.981038484542836,101.0513122224549,16.437963627026615,0.013747156315613327,0.018313399486154874,0.02409939916896236,0.017145716325150214,43 post-11
3.755880294376842,2.9295623229584,4.436700544747572,2.7629280447122313, 49 pre-11,42.77185506657212,18.719435636242903,84.4956914873311,15.846173390561477,0.012891710830929824,0.014769310180054496,0.022329098155656448,0.01525367796328606, 49 pre-11
3.9785383813603223,2.94591609531136,4.882683935175893,2.7081288465833255,46 post-12,53.43886986988041,19.028085944748028,131.98442658056874,15.001179728606285,0.02077446938398902,0.026361234033927466,0.03052568401724054,0.025115108823084115,46 post-12
3.792171023481227,2.6878319555782246,4.791747659006679,2.3312336099277915, 40 pre-12,44.35258633349199,14.699771590139495,120.51179825970559,10.29062832742473,0.01842667901342306,0.022442252728678103,0.02897282368984942,0.02190139607504638, 40 pre-12
3.5548023781103644,2.754424851864128,4.377935903988054,2.942234811394111,49-post-13,34.98090629176668,15.712001575159784,79.67340999644017,18.958166932811658,0.016337794206149715,0.02170349061878537,0.025832320817267815,0.019187766200242574,49-post-13
