Estim.Int1,Estim.Int2,Estim.Int5,Estim.Sample,Estim.norm.Int1,Estim.norm.Int2,Estim.norm.Int5,Er.Int1,Er.Int2,Er.Int5,Er.Sample
3.8051348120536144,4.215742789662033,3.0506355150770084,24-post-0,44.93130698650091,67.74446707681587,21.128767807207247,0.008382801852677688,0.010611991803335734,0.018036917761098534,24-post-0
3.0979640300374927,3.3326103095702,2.2670334566162715,24-pre-1,22.152802895378017,28.011364688795855,9.650729000745361,0.007139393863759158,0.00853320779927136,0.014684900567494242,24-pre-1
3.4861367481242285,3.889634660602941,2.8541425644149094,31 post-2,32.6595316779629,48.89302071368053,17.35954613190494,0.00927591925329108,0.012121650850559761,0.019948618641908257,31 post-2
3.883755673048903,4.407965175143038,3.4350421443143246, 42 pre-2,48.60642253245757,82.10222975828871,31.032720390691676,0.008901468067414783,0.010645473135459658,0.018024099100824448, 42 pre-2
3.284992279961189,3.654041287067378,2.5998052966322764,33-pre-3,26.70877812128717,38.630467827167124,13.46111685504869,0.0065964465875573836,0.009639828709529147,0.01351869268259654,33-pre-3
3.442504183314421,3.996151370431911,2.870448718884201,34-post-4,31.26515389593693,54.388425812850066,17.644934038824985,0.012111889421442246,0.016734980165406768,0.027751825041347,34-post-4
3.205843816923549,3.6219453732466187,2.5683419501930382,34-pre-5,24.676313524789,37.410274025009954,13.044178603139992,0.007450153906939587,0.009832892192259787,0.01518414870540659,34-pre-5
3.1815077265092038,3.543214684783745,2.5430209635364944,S-36pre-6,24.083036825608534,34.5778977565031,12.718033711536357,0.009886368885241066,0.012781467554349559,0.02333566032512547,S-36pre-6
3.3302455539333957,3.7818646428446794,2.734011831417986,S-43pre-6,27.94520291529862,43.89781922348793,15.394523532762598,0.00996085628870038,0.011860203477913762,0.0202872790797984,S-43pre-6
3.4009573276513287,3.6731379198415617,2.488967361612437,36-pre-7,29.99279924399496,39.37526864456217,12.048827612229672,0.0079523017953349,0.00976006676507974,0.01639409013447737,36-pre-7
3.6444184246636513,3.9393735449015037,2.802393965139137,39-post-8,38.26051500799426,51.38639994299007,16.484061842521744,0.00955966977282014,0.011825829397976174,0.018841561978674943,39-post-8
3.6212430058370195,3.8973861044781635,2.7860736652455356,39-pre-9,37.38400749320838,49.2734848879693,16.217220398770735,0.007117260878554563,0.008754000905653035,0.015162374338095023,39-pre-9
3.240304123738757,3.440187303077197,2.4642013581590714,42 post-10,25.54148833921633,31.192800128634293,11.754091093484059,0.010385740908513765,0.014800206379475033,0.024880581809287126,42 post-10
3.602652646795696,3.9672196199586023,2.785826530544628,#46 pre-10,36.69544550931161,52.83741831675925,16.21321305605505,0.008477476973378906,0.010822088346257495,0.022957116168715756,#46 pre-10
3.2581388806029516,3.7455896299036042,2.6256614981457775,43 post-11,26.001100930426162,42.333961230778705,13.813708907261896,0.008171552007059464,0.010549428278669698,0.01749424767655611,43 post-11
3.210442263623208,3.620176353777265,2.4304541945424103, 49 pre-11,24.79004753675732,37.3441530238185,11.364042394054604,0.007914404416864772,0.010401565215258729,0.019917481000368196, 49 pre-11
3.4797182110384304,4.159990599264212,2.995167427309645,46 post-12,32.45057657309858,64.07092028331225,19.988706265025243,0.009340891382689216,0.011753697236191808,0.019946685647339542,46 post-12
3.122508398952081,3.8202218207254024,2.926657752218714, 40 pre-12,22.703257103999274,45.61432540146747,18.66514259838541,0.008709204015980266,0.010857610879211969,0.018693658457161075, 40 pre-12
3.2190045368582583,3.5094988918545442,2.241071770780028,49-post-13,25.003218006845028,33.431510783392376,9.403404182396807,0.00867323897176715,0.011233164982996504,0.020847871891372684,49-post-13
